	make	model	ramat_gimur	fieldyear	fielddoors	fieldsitting	fieldprice	fieldgroupy	fieldcontinous_value	fieldguarantee	fieldchassis	fieldlaunch	fieldignition	fieldgearbox	fieldgear	fieldengine	fieldpiston	fieldcapacity	fieldpower	fieldloops	fieldmoment	fieldloopmoment	fieldattitude	fielddifferential	fieldpulling	fieldacceleration	fieldspeed	fieldurban_consumption	fieldintercity_consumption	fieldconsumption	fieldelectricity_use	fieldbattery_capacity	fieldelectric_range	fieldhome_charging_time	fieldfast_charging_time	fieldpollution	fieldbreaking	fieldbrake	fieldairbag	fieldstability	fieldcenairbag	fieldizofix	fieldpressure_sensor	fieldbelt_warning	fieldautonomous_braking	fieldpedestrian_identification	fieldtwo_wheeler_identification	fieldadaptive_cruise_control	fieldlane_assist	fieldblind_spot	fieldrear_traffic	fieldrear_traffic_braking	fieldalert_fatigue	fieldhigh_beam_assist	fieldtraffic_sign_recognition	fieldcrossing_warning_open_door	fieldchild_rear_seat	fieldadditional_safety_equipment	fieldlength	fieldwidth	fieldheight	fieldwheel	fieldcargo	fieldchaircargo	fieldselfweight	fieldtowing_without_brakes	fieldtowing_with_brakes	fieldtire	fieldfuel	fieldbelly	fieldcapproach	fieldcabandonment	fieldaudio	fieldbluetooth	fielddisc_changer	fieldtouch_screen	fieldscreen_size	fieldgps	fieldaudio_connections	fieldconnectivity	fieldwireless_charging	fieldseat_screens	fieldwindows	fieldairconditioning	fieldsunroof	fieldhook	fieldrowing	fieldupholstery	fieldautochair	fieldhotchair	fieldmassage_seats	fieldlight	fieldfog	fieldrain	fielddark	fieldparking_sensors	fieldparking_camers	fieldautomatic_parking	fieldcomputer	fielddigital_cluster	fieldhead_up_display	fieldwithout_key	fieldfolding_mirrors	fieldinside_mirror	fieldleather	fieldheated_steering_wheel	fieldpaddle_shifters	fielddriving_mode	fieldstop_start	fieldelectric_handbrake	fieldambient_light	fieldhill_assist	fieldsuspension_dampers	fieldelectric_tailgate	fieldmore_equ	fieldprice_equ
791	קיה	פיקנטו		2016	5	5	--	1	--	--		2011	קדמית	ידנית	5	בנזין	3	998	66	5500	9.7	3500				14.4	153	17.2	26.3	22.2	--	--	--	--	--	3		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	359.5	159.5	148.0	238.5	200	605	930	400	700	165/60R14	35				מקורית	אין	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
792	קיה	פיקנטו		2016	5	5	--	1	--	--		2011	קדמית	אוטומטית	4	בנזין	4	1248	85	6000	12.3	4000				13.4	163	13.7	21.7	17.8	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	359.5	159.5	148.0	238.5	200	605	960	0.0	400	165/60R14	35				מקורית	אין	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
793	קיה	פיקנטו	Sport	2016	3	5	--	1	--	--		2011	קדמית	ידנית	5	בנזין	4	1248	85	6000	12.3	4000				11.4	171	16.9	25.6	21.2	--	--	--	--	--	3		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	359.5	159.5	148.0	238.5	200	605	945	0.0	400	175/50R15	35				מקורית	אין	אין	אין	--	אין	USB + AUX	אין	אין	אין	2	מזגן רגיל	יש	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	פגושים ספורטיביים, אגזוז כפול	--
794	קיה	פיקנטו	Line	2021	5	5	--	1	2180	--		2017	קדמית	אוטומטית - רובוטית מצמד יחיד	5	בנזין	4	1197	84	6000	12.0	4200				15.7	172	--	--	16.9	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	אין	אין	אין	אין	--	359.5	159.5	148.5	240.0	255	1010	984	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	יש	יש	יש	עור	אין	אין	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים, משענת יד קדמית, ידיות דלתות בחיפוי כרום, חלונות אחוריים כהים, הגה קטום, דוושות אלומיניום, סבכה קדמית עם גימור אדום, תאורת יום משודרגת, גימורים אדומים בריפודים	--
795	קיה	פיקנטו		2020	5	5	--	1	2046	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אחורית	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים	--
796	קיה	פיקנטו		2017	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים	--
797	קיה	פיקנטו	Line	2020	5	5	--	1	2131	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	יש	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים, הגה בעיצוב ספורטיבי, דוושות אלומיניום, ריפודים שחורים עם גימור אדום, ידיות דלתות בחיפוי כרום, פתח אגזוז כפול	--
798	קיה	פיקנטו	Line	2018	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	יש	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים, הגה בעיצוב ספורטיבי, דוושות אלומיניום, ריפודים שחורים עם גימור אדום, ידיות דלתות בחיפוי כרום, פתח אגזוז כפול	--
799	קיה	פיקנטו		2019	5	5	--	1	--	--		2016	קדמית	ידנית	5	בנזין	3	998	67	5500	9.8	3500				13.7	161	17.8	27.0	22.7	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	935	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
800	קיה	פיקנטו		2021	5	5	--	1	2121	--		2017	קדמית	אוטומטית - רובוטית מצמד יחיד	5	בנזין	4	1197	84	6000	12.0	4200				15.7	172	--	--	17.2	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	אין	אין	אין	אין	--	359.5	159.5	148.5	240.0	255	1010	984	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	מזגן רגיל	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אין	אחורית	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים	--
801	קיה	פיקנטו		2019	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	3	998	67	5500	9.8	3500				14.3	161	15.1	23.8	19.6	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.0	238.5	255	1010	954	0.0	0.0	165/60R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית	--
802	קיה	פיקנטו	Line	2019	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	יש	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים, הגה בעיצוב ספורטיבי, דוושות אלומיניום, ריפודים שחורים עם גימור אדום, ידיות דלתות בחיפוי כרום, פתח אגזוז כפול	--
803	קיה	פיקנטו		2019	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים	--
804	קיה	פיקנטו		2018	5	5	--	1	--	--		2016	קדמית	ידנית	5	בנזין	3	998	67	5500	9.8	3500				13.7	161	17.8	27.0	22.7	--	--	--	--	--	3		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	935	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
805	קיה	פיקנטו		2020	5	5	--	1	1684	--		2016	קדמית	ידנית	5	בנזין	3	998	67	5500	9.8	3500				13.7	161	17.8	27.0	22.7	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	935	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
806	קיה	פיקנטו		2017	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים	--
807	קיה	פיקנטו		2017	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	3	998	67	5500	9.8	3500				14.3	161	15.1	23.8	19.6	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.0	238.5	255	1010	954	0.0	0.0	165/60R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית	--
808	קיה	פיקנטו		2018	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים	--
809	קיה	פיקנטו		2021	5	5	--	1	2131	--		2017	קדמית	אוטומטית - רובוטית מצמד יחיד	5	בנזין	4	1197	84	6000	12.0	4200				15.7	172	--	--	17.2	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	אין	אין	אין	אין	--	359.5	159.5	148.5	240.0	255	1010	984	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים, משענת יד קדמית, ידיות דלתות בחיפוי כרום, חלונות אחוריים כהים	--
810	קיה	פיקנטו		2018	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	3	998	67	5500	9.8	3500				14.3	161	15.1	23.8	19.6	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.0	238.5	255	1010	954	0.0	0.0	165/60R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית	--
811	קיה	פיקנטו		2017	5	5	--	1	--	--		2016	קדמית	ידנית	5	בנזין	3	998	67	5500	9.8	3500				13.7	161	17.8	27.0	22.7	--	--	--	--	--	3		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	935	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
812	קיה	פיקנטו		2019	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים	--
813	קיה	פיקנטו		2020	5	5	--	1	2056	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	185/55R15	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית, חלונות אחוריים כהים	--
814	קיה	פיקנטו		2020	5	5	--	1	1883	--		2016	קדמית	אוטומטית	4	בנזין	3	998	67	5500	9.8	3500				14.3	161	15.1	23.8	19.6	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.0	238.5	255	1010	954	0.0	0.0	165/60R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	משענת יד קדמית	--
815	קיה	פיקנטו		2021	5	5	--	1	2156	--		2017	קדמית	אוטומטית - רובוטית מצמד יחיד	5	בנזין	4	1197	84	6000	12.0	4200				15.7	172	--	--	16.9	--	--	--	--	--	5		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	אין	אין	אין	אין	--	359.5	159.5	150.0	240.0	255	1010	984	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	8	אין	USB	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	עור	אין	אין	אין	רגילים	יש	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים, משענת יד קדמית, ידיות דלתות בחיפוי כרום, חלונות אחוריים כהים, הגה קטום, דוושות אלומיניום, סבכה קדמית עם גימור שחור, תאורת יום משודרגת, גימורים חיצוניים דמוי שטח	--
816	קיה	פיקנטו		2020	5	5	--	1	2131	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	8		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	150.0	240.0	255	1010	959	0.0	0.0	195/45R16	35				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	דוושות אלומיניום, ידיות דלתות בחיפוי כרום, חיפוי שחור לבתי הגלגלים ולחצאיות הצד, חיפוי כרום בפגוש אחורי, פסי הגנה שחורים בדלתות, פתח אגזוז כפול	--
817	קיה	פיקנטו		2018	5	5	--	1	--	--		2016	קדמית	אוטומטית	4	בנזין	4	1248	84	6000	12.4	4000				12	173	14.28	22.2	18.5	--	--	--	--	--	4		ABS + EBD + BAS	7	יש	יש	יש	יש	יש	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	359.5	159.5	148.5	240.0	255	1010	959	0.0	0.0	175/65R14	35				מקורית + שליטה מההגה	יש	אין	אין	--	אין	USB + AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מראות צד עם מפשיר אדים	--
818	קיה	פורטה		2009	4	5	--	3	--	--		2008	קדמית	אוטומטית - טיפטרוניק	4	בנזין	4	1591	126	6300	16	4200				12	190	10.8	17.2	14.1	--	--	--	--	--	5	אין ציון	ABS + EBD	6	יש	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	453.0	177.5	146.0	265.0	415	--	1261	500	750	195/65R15	52				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
819	קיה	פורטה		2010	4	5	--	2	--	--		2008	קדמית	אוטומטית	4	בנזין	4	1591	124	6300	16	4200				12	190	10.9	17.2	14.2	--	--	--	--	--	5	אין ציון	ABS + EBD	6	יש	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	453.0	177.5	146.0	265.0	415	--	1261	500	750	205/55R16	52				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
820	קיה	פורטה		2012	4	5	--	3	--	--		2008	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1591	126	6300	16	4200				12	190	11.1	17.8	14.7	--	--	--	--	--	6	אין ציון	ABS + EBD + BAS	6	יש	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	453.0	177.5	146.0	265.0	415	--	1273	500	750	205/55R16	52				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
821	קיה	פורטה		2009	4	5	--	3	--	--		2008	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	16	4200				12	190	10.8	17.2	14.1	--	--	--	--	--	5	אין ציון	ABS + EBD	6	יש	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	453.0	177.5	146.0	265.0	415	--	1261	500	750	205/55R16	52				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	אין	אין	אין	4	בקרת אקלים	אין	יש	ללא	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
