,tozeret_cd,degem_cd,shnat_yitzur,tozar,kinuy_mishari,ramat_gimur,make,model,fieldchassis,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ
1882,722,128,2016,ב מ וו,X3 XDRIVE 28I,LUXURY,ב.מ.וו,X3,--,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,4,5000,35.7,1250,6.5,210,10.7,15.8,13.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,465.7,188.1,166.1,281.0,550,1600,1845,"ק' - 245/45R19, א' - 275/40R19",67,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,בד,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1883,722,210,2016,ב מ וו,X3 XDRIVE 28I,LUXURY,ב.מ.וו,X3,--,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,4,5000,35.7,1250,6.5,210,10.7,15.8,13.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,465.7,188.1,166.1,281.0,550,1600,1845,"ק' - 245/45R19, א' - 275/40R19",67,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,בד,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1884,722,137,2017,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1885,722,138,2017,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1886,722,204,2017,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1887,722,253,2017,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1888,722,137,2018,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1889,722,138,2018,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1890,722,204,2018,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1891,722,253,2018,ב מ וו,X5 XDRIVE 30D,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1892,722,139,2017,ב מ וו,X5 XDRIVE 35I,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1893,722,140,2017,ב מ וו,X5 XDRIVE 35I,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1894,722,139,2018,ב מ וו,X5 XDRIVE 35I,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1895,722,140,2018,ב מ וו,X5 XDRIVE 35I,EXECUTIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/55R18,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1896,722,162,2017,ב מ וו,X5 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1897,722,163,2017,ב מ וו,X5 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1898,722,223,2017,ב מ וו,X6 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1899,722,162,2018,ב מ וו,X5 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1900,722,163,2018,ב מ וו,X5 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1901,722,223,2018,ב מ וו,X6 XDRIVE 50I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,8,5500,66.2,2000,5,250,7,12,9.5,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2250,"ק' - 275/40R20, א' - 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1902,722,176,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1903,722,178,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1904,722,179,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1905,722,195,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1906,722,196,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1907,722,225,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1908,722,238,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1909,722,254,2016,ב מ וו,X5 XDRIVE 30D,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו דיזל,6,4000,57.1,1500,6.9,230,14,17.5,16.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2145,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1910,722,183,2016,ב מ וו,X5 XDRIVE 35I,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1911,722,189,2016,ב מ וו,X5 XDRIVE 35I,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1912,722,193,2016,ב מ וו,X5 XDRIVE 35I,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
1913,722,194,2016,ב מ וו,X5 XDRIVE 35I,EXCLUSIVE,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
